background,justClass,processedRace,processedWeapons
Outlander,Warlock,Aasimar,"Crossbow, Light|Dagger"
Knight,Fighter,Half-Elf,Longsword|Handaxe
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Outlander,Sorcerer,Aasimar,"Crossbow, Light|Dagger"
Sailor,Ranger,Genasi,Shortsword|Longbow
Acolyte,Paladin,Human,Halberd|Javelin
Sailor,Cleric,Human,"Mace|Crossbow, Light"
Soldier,Ranger,Tabaxi,Shortsword|Longbow|Scimitar
Criminal,Rogue,Halfling,Shortsword|Shortbow|Shortsword|Dagger|Dagger
Entertainer,Cleric,Tiefling,"Mace|Crossbow, Light|Pike"
Charlatan,Rogue,Human,Rapier|Dagger|Shortsword|Shortsword
Outlander,Fighter,Human,Longbow|Scimitar|Handaxe
Sailor,Paladin,Dwarf,Maul|Battleaxe|Handaxe
Outlander,Barbarian,Dragonborn,"Javelin|Javelin|Maul|Crossbow, Heavy"
Pirate,Paladin,Dragonborn,Warhammer|Javelin
Hermit,Monk,Human,Dart|Unarmed Strike
Sailor,Barbarian,Dwarf,Warhammer|Handaxe|Javelin
Acolyte,Warlock,Genasi,"Crossbow, Light|Dagger"
Noble,Sorcerer,Genasi,Quarterstaff|Dagger
Knight,Warlock,Human,"Crossbow, Light|Dagger|Mace|Longsword"
Noble,Sorcerer,Aasimar,"Quarterstaff|Dagger|Crossbow, Light"
Sailor,Druid,Halfling,Club
Criminal,Rogue,Half-Elf,Shortsword|Shortbow|Dagger
Knight,Warlock,Half-Elf,Handaxe|Dagger|Rapier
Criminal,Rogue,Tabaxi,"Rapier|Dagger|Crossbow, Light"
Hermit,Cleric,Elf,Warhammer
Folk Hero,Druid,Firbolg,Quarterstaff
Outlander,Cleric,Elf,Mace|Quarterstaff
Sage,Wizard,Genasi,Dagger
Sage,Wizard,Elf,Dagger
Knight,Paladin,Gnome,Trident|Longsword|Javelin
Acolyte,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Folk Hero,Sorcerer,Tiefling,Dagger|Dagger
Entertainer,Rogue,Aasimar,Rapier|Shortbow|Dagger
Sage,Artificer,Gnome,"Light hammer|Dagger|Crossbow, Light"
Sailor,Paladin,Human,Lance|Javelin|Scimitar|Scimitar|Scimitar
Guild Artisan,Warlock,Human,"Crossbow, Light|Dagger|Quarterstaff"
Criminal,Rogue,Tiefling,Rapier|Shortbow|Dagger
Guild Artisan,Warlock,Human,Dagger|Longsword
Sailor,Barbarian,Half-Orc,Pike|Unarmed Strike
Outlander,Monk,Turtle,Spear|Dart|Unarmed Strike
Hermit,Monk,Turtle,Shortsword|Dart|Unarmed Strike
Outlander,Barbarian,Dwarf,Warhammer|Handaxe|Javelin
Urchin,Cleric,Halfling,"Mace|Crossbow, Light"
Folk Hero,Fighter,Human,"Longbow|Rapier|Rapier|Crossbow, Light"
Outlander,Ranger,Elf,Longbow|Longsword
Sage,Wizard,Human,Quarterstaff
Sage,Cleric,Dwarf,"Mace|Crossbow, Light"
Acolyte,Wizard,Half-Elf,Quarterstaff
Acolyte,Cleric,Halfling,Mace
Outlander,Barbarian,Human,Greataxe|Handaxe|Javelin
Outlander,Sorcerer,Half-Elf,Dagger
Entertainer,Bard,Dragonborn,Rapier|Dagger
Sage,Wizard,Gnome,Quarterstaff
Folk Hero,Rogue,Human,Shortsword|Shortbow|Dagger
Criminal,Fighter,Goliath,"Longbow|Longsword|Longsword|Crossbow, Light"
Urchin,Ranger,Genasi,Handaxe|Longbow
Knight,Paladin,Half-Orc,Longsword|Javelin
Hermit,Druid,Elf,Club
Sage,Sorcerer,Dragonborn,"Crossbow, Light|Dagger"
Urchin,Monk,Elf,Dart|Unarmed Strike|Rapier|Whip|Longbow
Acolyte,Monk,Turtle,Quarterstaff|Dart|Unarmed Strike
Urchin,Artificer,Gnome,"Crossbow, Light|Handaxe|Crossbow, Light"
Acolyte,Monk,Halfling,Shortsword|Dart|Unarmed Strike
Criminal,Warlock,Half-Orc,"Crossbow, Light|Dagger"
Acolyte,Paladin,Dwarf,Javelin
Acolyte,Sorcerer,Halfling,"Crossbow, Light|Dagger"
Hermit,Monk,Human,"Dart|Unarmed Strike|Crossbow, Light"
Knight,Fighter,Custom,Handaxe
Urchin,Barbarian,Half-Orc,Greatsword|Handaxe|Javelin
Acolyte,Warlock,Aasimar,"Crossbow, Light|Dagger"
Urchin,Rogue,Halfling,Shortsword|Shortbow|Dagger
Acolyte,Paladin,Dwarf,Longsword|Javelin
Outlander,Fighter,Human,Greatsword|Longbow|Handaxe
Sage,Wizard,Elf,Quarterstaff
Entertainer,Rogue,Gnome,Rapier|Shortbow|Dagger
Guild Artisan,Warlock,Human,Dagger|Dagger|Dagger
Criminal,Fighter,Dwarf,Battleaxe|Handaxe|Handaxe|Battleaxe|Unarmed Strike
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Sailor,Fighter,Dwarf,Battleaxe|Shortsword
Noble,Sorcerer,Halfling,"Crossbow, Light"
Entertainer,Bard,Dwarf,Rapier|Dagger
Acolyte,Cleric,Halfling,"Mace|Crossbow, Light"
Sage,Bard,Human,Rapier|Dagger
Entertainer,Bard,Aasimar,Rapier|Dagger
Criminal,Rogue,Elf,Rapier|Shortsword|Dagger
Urchin,Sorcerer,Human,"Crossbow, Light|Dagger"
Folk Hero,Sorcerer,Aasimar,"Crossbow, Light|Dagger"
Outlander,Druid,Tabaxi,Scimitar
Acolyte,Paladin,Aasimar,Lance|Javelin|Mace|Longsword
Acolyte,Cleric,Human,"Crossbow, Light|Halberd"
Soldier,Ranger,Elf,Longbow|Longsword
Acolyte,Monk,Half-Elf,Shortsword|Dart|Unarmed Strike|Quarterstaff
Sailor,Cleric,Gnome,"Mace|Crossbow, Light"
Outlander,Fighter,Human,Pike|Javelin
Guild Artisan,Druid,Firbolg,Mace
Noble,Druid,Elf,Scimitar
Guild Artisan,Artificer,Custom,"Dagger|Dagger|Crossbow, Light"
Charlatan,Sorcerer,Goblin,"Crossbow, Light|Dagger"
Entertainer,Bard,Half-Elf,Rapier|Dagger
Charlatan,Rogue,Elf,Shortsword|Shortsword|Dagger|Dagger
Acolyte,Druid,Halfling,None
Sage,Warlock,Tiefling,"Crossbow, Light|Dagger"
Folk Hero,Fighter,Dwarf,Battleaxe|Handaxe
Criminal,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Charlatan,Cleric,Human,"Crossbow, Light|Dagger"
Urchin,Monk,Human,Quarterstaff|Dart|Unarmed Strike
Outlander,Ranger,Elf,Shortsword|Longbow
Sage,Druid,Genasi,Spear|Dagger|Quarterstaff|Club|Scimitar
Entertainer,Rogue,Elf,Shortsword|Shortbow|Dagger
Sage,Druid,Half-Elf,None
Folk Hero,Cleric,Elf,"Mace|Crossbow, Light"
Soldier,Ranger,Elf,Shortsword|Longbow
Outlander,Ranger,Elf,Shortsword|Longbow
Folk Hero,Fighter,Human,Longsword|Longsword|Handaxe
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Criminal,Rogue,Halfling,"Shortsword|Dagger|Crossbow, hand"
Entertainer,Bard,Half-Elf,Quarterstaff|Dagger
Soldier,Paladin,Dragonborn,Warhammer|Javelin
Urchin,Fighter,Half-Elf,Rapier|Club
Acolyte,Monk,Elf,Unarmed Strike|Quarterstaff|Quarterstaff|Dagger|Longbow
Folk Hero,Barbarian,Aasimar,Greatsword|Handaxe|Javelin
Urchin,Ranger,Gnome,Handaxe|Javelin
Soldier,Rogue,Human,Rapier|Dagger|Whip|Shortsword
Sage,Ranger,Gnome,Javelin|Dagger
Sage,Ranger,Gnome,"Dagger|Mace|Crossbow, Light"
Criminal,Barbarian,Goliath,Greataxe|Handaxe|Javelin
Soldier,Fighter,Aasimar,Shortsword
Noble,Sorcerer,Dragonborn,Handaxe|Dagger|Shortsword
Entertainer,Barbarian,Gnome,Flail|Light hammer|Javelin
Criminal,Fighter,Elf,"Shortsword|Shortsword|Crossbow, Heavy"
Outlander,Ranger,Gnome,Shortsword|Longbow|Shortsword
Soldier,Cleric,Dwarf,Warhammer|Handaxe
Entertainer,Paladin,Human,Halberd|Battleaxe|Javelin
Soldier,Fighter,Elf,"Longsword|Shortsword|Crossbow, Light"
Acolyte,Paladin,Human,Glaive|Spear
Charlatan,Bard,Custom,Rapier|Dagger
Outlander,Rogue,Tabaxi,Shortsword|Shortsword|Dagger
Sailor,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Acolyte,Sorcerer,Aasimar,Mace|Dagger
Acolyte,Paladin,Half-Elf,Longsword
Hermit,Artificer,Human,"Handaxe|Dagger|Crossbow, Light"
Sage,Wizard,Human,Quarterstaff
Criminal,Rogue,Human,Shortsword|Shortsword|Dagger
Criminal,Bard,Aasimar,Rapier|Dagger
Entertainer,Sorcerer,Tiefling,"Crossbow, Light|Dagger"
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Warhammer
Noble,Fighter,Gnome,Longsword|Halberd|Handaxe
Soldier,Paladin,Human,Warhammer|Dagger
Outlander,Bard,Gnome,Light hammer|Dagger|Sling
Criminal,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Acolyte,Monk,Elf,Shortsword|Dart|Unarmed Strike
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Noble,Fighter,Human,"Battleaxe|Crossbow, Light"
Hermit,Wizard,Gnome,Quarterstaff
Knight,Monk,Human,Dart|Unarmed Strike|Greatclub
Sage,Druid,Gnome,Dagger|Quarterstaff
Hermit,Druid,Firbolg,Sickle|Spear
Acolyte,Paladin,Tabaxi,Longsword|Javelin
Soldier,Fighter,Elf,"Trident|Crossbow, Light"
Hermit,Cleric,Dwarf,Warhammer|Spear
Criminal,Rogue,Gnome,Rapier|Shortbow|Dagger
Acolyte,Monk,Elf,Shortsword|Dart|Unarmed Strike
Charlatan,Bard,Halfling,Handaxe|Dagger
Criminal,Rogue,Dwarf,Shortsword|Shortsword|Dagger
Soldier,Cleric,Dwarf,"Crossbow, Light|Unarmed Strike|Battleaxe|Battleaxe"
Acolyte,Wizard,Elf,Quarterstaff
Hermit,Druid,Halfling,Sickle|Light hammer
Acolyte,Cleric,Genasi,"Mace|Crossbow, Light"
Folk Hero,Ranger,Human,Handaxe|Handaxe|Longbow
Charlatan,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Acolyte,Bard,Tabaxi,Rapier|Dagger
Hermit,Rogue,Goblin,Shortsword|Shortbow|Dagger
Acolyte,Ranger,Elf,Shortsword|Longbow|Spear
Acolyte,Sorcerer,Dragonborn,"Crossbow, Light|Dagger"
Folk Hero,Monk,Gnome,Shortsword|Dart|Unarmed Strike
Charlatan,Sorcerer,Half-Elf,"Crossbow, Light|Dagger"
Acolyte,Rogue,Half-Elf,Rapier|Shortbow|Dagger|Longbow
Hermit,Ranger,Elf,Shortsword|Longbow
Outlander,Paladin,Aasimar,Greatsword
Knight,Barbarian,Human,Greataxe|Handaxe|Javelin
Folk Hero,Fighter,Dwarf,Greataxe|Trident
Sage,Druid,Gnome,Spear
Urchin,Monk,Halfling,Quarterstaff|Dart|Unarmed Strike
Urchin,Barbarian,Tabaxi,Scimitar|Quarterstaff|Javelin
Soldier,Barbarian,Dragonborn,Handaxe|Battleaxe|Longsword|Unarmed Strike
Acolyte,Wizard,Half-Elf,Dagger|Shortsword
Outlander,Ranger,Dwarf,Handaxe|Handaxe|Longbow
Soldier,Barbarian,Dwarf,Greataxe|Battleaxe|Javelin
Acolyte,Monk,Elf,Shortsword|Unarmed Strike
Soldier,Fighter,Elf,Rapier|Rapier
Sailor,Barbarian,Human,Greataxe|Handaxe|Javelin
Hermit,Monk,Tabaxi,Shortsword|Dart|Unarmed Strike
Urchin,Ranger,Elf,"Shortsword|Longbow|Crossbow, Heavy"
Knight,Fighter,Human,Shortsword|Shortsword|Handaxe
Folk Hero,Fighter,Human,Longbow|Longsword|Dagger
Hermit,Druid,Elf,Quarterstaff|Quarterstaff
Charlatan,Bard,Human,Rapier
Entertainer,Rogue,Elf,Shortbow
Hermit,Monk,Human,Dart|Unarmed Strike
Sage,Sorcerer,Human,"Crossbow, Light|Dagger"
Charlatan,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Soldier,Fighter,Dwarf,War pick|Handaxe
Sailor,Rogue,Gnome,Rapier|Shortbow|Dagger
Noble,Paladin,Dwarf,Battleaxe|Javelin
Criminal,Rogue,Half-Elf,"Dagger|Crossbow, Light"
Outlander,Ranger,Tabaxi,Shortsword|Longbow
Criminal,Rogue,Tiefling,Rapier|Shortbow|Dagger
Soldier,Sorcerer,Dragonborn,"Crossbow, Light|Dagger"
Noble,Rogue,Half-Elf,Rapier|Shortbow|Dagger
Sailor,Cleric,Dwarf,Warhammer|Javelin
Sailor,Monk,Dwarf,Quarterstaff|Dart|Unarmed Strike
Acolyte,Paladin,Dragonborn,Trident|Blowgun|Javelin|Quarterstaff
Knight,Paladin,Human,Battleaxe|Javelin
Sage,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Sailor,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Outlander,Ranger,Elf,Shortsword|Longbow
Acolyte,Ranger,Elf,Shortsword|Longbow|Spear
Urchin,Sorcerer,Halfling,Dagger|Dagger
Hermit,Druid,Halfling,Quarterstaff|Scimitar
Acolyte,Ranger,Halfling,"Shortsword|Crossbow, Heavy"
Sailor,Rogue,Halfling,"Rapier|Dagger|Crossbow, hand|Crossbow, hand"
Entertainer,Fighter,Halfling,Scimitar|Handaxe
Knight,Fighter,Halfling,Longsword
Criminal,Rogue,Halfling,"Rapier|Dagger|Crossbow, hand"
Acolyte,Druid,Human,Sling|Quarterstaff
Outlander,Ranger,Halfling,"Shortsword|Crossbow, Light|Sling|Club|Crossbow, hand"
Guild Artisan,Druid,Dwarf,Scimitar
Sage,Bard,Half-Elf,Rapier|Dagger
Acolyte,Sorcerer,Elf,"Crossbow, Light|Dagger"
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Outlander,Fighter,Warforged,"Club|Unarmed Strike|Crossbow, hand"
Noble,Warlock,Half-Elf,"Crossbow, Light|Dagger"
Charlatan,Fighter,Human,"Rapier|Crossbow, Light|Dagger"
Acolyte,Bard,Goliath,Dagger|Greatsword
Entertainer,Bard,Goblin,Rapier|Dagger
Knight,Paladin,Halfling,Greatsword|Javelin
Knight,Fighter,Goblin,Greatsword|Maul|Handaxe
Sage,Wizard,Elf,Dagger
Folk Hero,Ranger,Elf,Shortsword|Longbow
Sage,Druid,Human,Scimitar|Dagger
Soldier,Fighter,Dwarf,Warhammer|Handaxe|Spear
Urchin,Ranger,Human,Shortsword|Longbow
Acolyte,Cleric,Dwarf,"Mace|Crossbow, Light"
Urchin,Paladin,Elf,Rapier|Dagger
Soldier,Fighter,Human,Greatsword|Halberd|Handaxe
Outlander,Paladin,Aasimar,Glaive|Maul|Dagger
Criminal,Bard,Half-Elf,Rapier|Dagger
Noble,Warlock,Elf,Mace|Dagger
Soldier,Cleric,Dwarf,Warhammer|Handaxe
Folk Hero,Fighter,Human,"Longbow|Longbow|Halberd|Crossbow, Light"
Sage,Wizard,Elf,Quarterstaff|Shortsword
Folk Hero,Druid,Firbolg,None
Entertainer,Sorcerer,Halfling,"Crossbow, Light|Dagger"
Sailor,Cleric,Tabaxi,Warhammer|Javelin
Soldier,Bard,Half-Orc,Dagger|Maul
Charlatan,Sorcerer,Human,"Dagger|Crossbow, Light"
Noble,Wizard,Human,Quarterstaff
Acolyte,Druid,Half-Elf,Quarterstaff|Club
Charlatan,Monk,Halfling,Sickle|Dart|Unarmed Strike
Criminal,Rogue,Half-Elf,"Dagger|Longsword|Rapier|Crossbow, Light"
Hermit,Barbarian,Human,Battleaxe|Handaxe|Javelin
Criminal,Cleric,Aasimar,"Warhammer|Crossbow, Light"
Knight,Fighter,Goliath,Battleaxe|Battleaxe|Handaxe
Outlander,Barbarian,Genasi,Greataxe|Javelin
Hermit,Wizard,Human,Quarterstaff
Knight,Barbarian,Gnome,Battleaxe|Handaxe|Javelin
Soldier,Paladin,Goblin,Shortsword
Sage,Cleric,Human,"Mace|Crossbow, Light"
Noble,Rogue,Human,Shortsword|Shortsword|Dagger
Folk Hero,Druid,Half-Elf,Spear
Entertainer,Bard,Gnome,Javelin|Dagger
Acolyte,Monk,Half-Orc,Quarterstaff|Dart|Unarmed Strike
Criminal,Fighter,Elf,Handaxe|Rapier
Soldier,Rogue,Human,Rapier|Shortbow|Dagger|Longbow
Outlander,Ranger,Dwarf,Shortsword|Longbow|Handaxe
Folk Hero,Fighter,Half-Orc,War pick|Handaxe
Charlatan,Rogue,Halfling,Rapier|Shortbow|Dagger
Acolyte,Druid,Half-Elf,Scimitar
Folk Hero,Barbarian,Dwarf,Greataxe|Handaxe|Javelin
Acolyte,Cleric,Elf,"Mace|Crossbow, Light"
Criminal,Sorcerer,Human,"Crossbow, Light|Dagger"
Guild Artisan,Warlock,Custom,"Crossbow, Light|Dagger|Dart|Club"
Sage,Wizard,Tiefling,Quarterstaff
Outlander,Ranger,Dwarf,Shortsword|Longbow
Criminal,Bard,Tiefling,Dagger|Rapier
Urchin,Wizard,Gnome,None
Soldier,Fighter,Human,Longsword|Handaxe
Outlander,Paladin,Half-Orc,Greatsword|Spear
Outlander,Ranger,Elf,Shortsword|Longbow
Acolyte,Cleric,Dragonborn,"Mace|Crossbow, Light|Quarterstaff"
Criminal,Ranger,Halfling,Shortsword|Longbow
Charlatan,Bard,Halfling,Longsword|Dagger
Outlander,Barbarian,Dragonborn,Javelin|Greatclub|Handaxe
Acolyte,Paladin,Dwarf,"Maul|Crossbow, hand"
Acolyte,Druid,Halfling,Quarterstaff|Dagger
Acolyte,Wizard,Gnome,"Quarterstaff|Dagger|Crossbow, Light"
Sage,Fighter,Dragonborn,Trident|Glaive|Handaxe
Entertainer,Fighter,Halfling,"Crossbow, Light|Trident"
Criminal,Rogue,Halfling,Shortsword|Shortbow|Dagger|Longsword
Urchin,Rogue,Halfling,Shortbow|Dagger|Rapier
Outlander,Ranger,Dragonborn,Shortsword
Folk Hero,Wizard,Human,"Quarterstaff|Dagger|Crossbow, Light|Sling"
Knight,Paladin,Halfling,Longsword|Dagger
Soldier,Fighter,Goliath,Longsword|Handaxe|Longbow|Greatsword|Pike
Charlatan,Bard,Half-Elf,Rapier|Dagger
Criminal,Fighter,Half-Elf,Scimitar|Handaxe|Longbow
Soldier,Fighter,Dwarf,Halberd|Lance|Handaxe
Urchin,Bard,Elf,Rapier|Dagger
Charlatan,Rogue,Halfling,Rapier|Shortbow|Dagger
Soldier,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Criminal,Bard,Tiefling,Dagger|Dagger
Charlatan,Rogue,Dragonborn,Rapier|Shortbow|Dagger
Criminal,Barbarian,Tiefling,Warhammer|Sickle|Javelin
Outlander,Ranger,Elf,Javelin|Handaxe|Longsword
Hermit,Druid,Dwarf,Quarterstaff
Sage,Cleric,Elf,Shortbow|Rapier
Criminal,Rogue,Human,Shortsword|Shortsword|Dagger
Folk Hero,Barbarian,Dragonborn,Greataxe|Handaxe|Javelin
Acolyte,Cleric,Dwarf,Warhammer|Handaxe
Hermit,Paladin,Half-Orc,"Battleaxe|Javelin|Crossbow, Light"
Guild Artisan,Artificer,Human,"Handaxe|Crossbow, Light"
Outlander,Ranger,Dragonborn,Shortsword
Sailor,Monk,Elf,Shortbow|Dart|Unarmed Strike
Criminal,Rogue,Halfling,Shortsword|Shortsword|Dagger
Folk Hero,Ranger,Goblin,Shortsword|Longbow
Criminal,Rogue,Goliath,Shortsword|Shortbow|Dagger
Soldier,Fighter,Human,"Warhammer|Crossbow, Light"
Charlatan,Bard,Human,Rapier|Dagger
Outlander,Druid,Human,Quarterstaff|Handaxe
Sage,Paladin,Human,Warhammer|Net
Outlander,Fighter,Halfling,Longbow|Longsword|Handaxe
Soldier,Cleric,Dwarf,"Mace|Handaxe|Crossbow, Light"
Criminal,Ranger,Aasimar,Shortsword|Longbow
Noble,Druid,Half-Elf,Spear|Scimitar
Folk Hero,Ranger,Firbolg,Javelin|Mace|Longbow
Soldier,Fighter,Half-Orc,Unarmed Strike|Mace
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Hermit,Druid,Dwarf,Club
Folk Hero,Fighter,Warforged,"Greatsword|Unarmed Strike|Crossbow, Heavy|Handaxe|Maul"
Sage,Wizard,Gnome,Quarterstaff
Noble,Paladin,Aasimar,Longsword|Trident|Javelin|Unarmed Strike
Sage,Ranger,Human,Shortsword|Longbow|Dagger
Hermit,Druid,Half-Orc,Scimitar
Criminal,Fighter,Human,Greatsword|Glaive|Handaxe
Noble,Fighter,Dragonborn,Longsword|Handaxe
Soldier,Paladin,Human,Glaive|Greatsword|Javelin|Glaive
Soldier,Paladin,Human,Glaive|Halberd|Javelin
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin|Maul
Outlander,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Hermit,Druid,Elf,Spear|Whip
Charlatan,Rogue,Half-Elf,Shortsword|Shortsword|Dagger
Criminal,Rogue,Elf,Rapier|Dagger
Acolyte,Cleric,Dwarf,"Mace|Crossbow, Light"
Outlander,Rogue,Tabaxi,Shortsword|Shortbow|Dagger
Outlander,Monk,Tabaxi,Quarterstaff|Dart|Unarmed Strike
Folk Hero,Cleric,Firbolg,"Mace|Crossbow, Light"
Charlatan,Bard,Halfling,Quarterstaff|Dagger
Noble,Bard,Human,Rapier|Dagger
Charlatan,Rogue,Halfling,Rapier|Shortbow|Dagger|Longsword
Sailor,Ranger,Human,Quarterstaff|Spear|Longbow
Urchin,Druid,Human,Scimitar
Acolyte,Cleric,Elf,"Mace|Crossbow, Light|Rapier|Longbow"
Charlatan,Bard,Half-Elf,Rapier|Dagger
Knight,Paladin,Gnome,Javelin|Greatsword
Hermit,Barbarian,Dwarf,Maul|Light hammer
Outlander,Ranger,Halfling,Shortsword|Longbow
Criminal,Rogue,Human,Rapier|Shortbow|Dagger
Folk Hero,Wizard,Human,Quarterstaff
Entertainer,Sorcerer,Elf,Quarterstaff|Dagger
Entertainer,Sorcerer,Elf,Quarterstaff|Dagger
Entertainer,Sorcerer,Elf,Quarterstaff|Dagger
Urchin,Wizard,Elf,Quarterstaff
Soldier,Warlock,Half-Elf,"Dagger|Crossbow, Light"
Sailor,Barbarian,Goliath,Maul|Handaxe|Javelin|Warhammer|Warhammer
Outlander,Barbarian,Dragonborn,Greataxe|Handaxe|Javelin
Acolyte,Barbarian,Half-Orc,Greataxe|Handaxe|Javelin
Criminal,Rogue,Goblin,Rapier|Shortbow|Dagger
Knight,Fighter,Half-Orc,"Battleaxe|Crossbow, Light|Lance"
Folk Hero,Ranger,Elf,Spear|Quarterstaff|Longbow
Acolyte,Monk,Elf,Unarmed Strike|Quarterstaff|Longbow
Urchin,Fighter,Half-Elf,"Crossbow, hand"
Entertainer,Fighter,Human,"Crossbow, Light|Club"
Outlander,Druid,Elf,Scimitar
Hermit,Ranger,Dwarf,Handaxe|Mace|Longbow
Entertainer,Bard,Genasi,Rapier|Dagger
Sailor,Bard,Elf,Rapier|Dagger
Urchin,Rogue,Half-Elf,"Rapier|Shortbow|Dagger|Crossbow, Light"
Criminal,Fighter,Tabaxi,Longsword|Handaxe|Greatsword
Acolyte,Monk,Elf,Shortsword|Dart|Unarmed Strike
Charlatan,Warlock,Elf,"Crossbow, Light|Dagger"
Guild Artisan,Wizard,Half-Elf,Quarterstaff
Criminal,Rogue,Tabaxi,Shortsword|Shortbow|Dagger
Outlander,Ranger,Elf,Spear|Handaxe|Longbow
Urchin,Rogue,Custom,Rapier|Dagger
Criminal,Rogue,Tiefling,Shortsword|Shortsword|Dagger
Urchin,Rogue,Goblin,Rapier|Shortbow|Dagger
Soldier,Warlock,Tabaxi,Mace|Dagger|Dagger
Criminal,Rogue,Dragonborn,Rapier|Shortsword|Dagger
Entertainer,Bard,Tiefling,Quarterstaff|Dagger
Outlander,Ranger,Half-Elf,Shortsword|Longbow
Hermit,Sorcerer,Half-Elf,Quarterstaff|Dagger
Soldier,Barbarian,Dwarf,Greataxe|Javelin
Entertainer,Bard,Human,Rapier|Dagger
Guild Artisan,Paladin,Elf,Trident|Javelin
Acolyte,Monk,Gnome,Sickle|Dart|Unarmed Strike
Folk Hero,Paladin,Tabaxi,Warhammer|Dagger
Acolyte,Monk,Genasi,Unarmed Strike|Dart|Unarmed Strike
Charlatan,Rogue,Halfling,Rapier|Shortbow|Dagger
Soldier,Monk,Turtle,Quarterstaff|Dart|Unarmed Strike
Outlander,Ranger,Dwarf,"Shortsword|Crossbow, Heavy"
Entertainer,Sorcerer,Elf,Dagger
Sailor,Rogue,Human,Shortsword|Shortsword|Dagger
Sailor,Rogue,Dragonborn,None
Sailor,Rogue,Human,Scimitar|Blowgun
Sailor,Monk,Dwarf,Dart|Unarmed Strike
Sailor,Cleric,Human,Mace
Sailor,Fighter,Human,Longsword|Longsword
Criminal,Rogue,Halfling,None
Charlatan,Rogue,Tabaxi,Rapier|Shortbow|Dagger
Criminal,Rogue,Half-Elf,"Rapier|Crossbow, Light"
Guild Artisan,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Criminal,Rogue,Elf,Shortsword|Shortbow|Dagger
Hermit,Druid,Dragonborn,Dagger
Entertainer,Bard,Half-Elf,Rapier|Dagger
Criminal,Paladin,Tiefling,Glaive|Javelin
Noble,Barbarian,Human,Greataxe|Handaxe|Javelin
Guild Artisan,Artificer,Dwarf,"Light hammer|Handaxe|Crossbow, Light|Warhammer"
Criminal,Rogue,Aasimar,Rapier|Shortbow|Dagger
Charlatan,Rogue,Elf,Rapier|Shortbow|Dagger
Guild Artisan,Cleric,Dwarf,Warhammer|Handaxe
Outlander,Druid,Elf,Quarterstaff|Quarterstaff|Quarterstaff
Criminal,Rogue,Elf,Rapier|Shortbow|Dagger
Sage,Wizard,Genasi,Quarterstaff
Entertainer,Bard,Human,Rapier|Dagger
Outlander,Barbarian,Elf,Greataxe|Handaxe|Javelin
Criminal,Rogue,Warforged,Shortsword|Shortbow|Dagger
Entertainer,Bard,Genasi,Rapier|Dagger
Acolyte,Cleric,Human,Mace
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
Soldier,Warlock,Warforged,Dagger
Soldier,Barbarian,Human,Greataxe|Handaxe|Javelin
Criminal,Warlock,Tabaxi,"Dagger|Mace|Crossbow, Light"
Criminal,Warlock,Tabaxi,"Dagger|Mace|Crossbow, Light"
Charlatan,Ranger,Half-Elf,Shortsword|Longbow
Outlander,Sorcerer,Dragonborn,"Crossbow, Light|Dagger"
Urchin,Paladin,Elf,Longsword|Javelin
Acolyte,Cleric,Gnome,"Mace|Crossbow, Light"
Hermit,Cleric,Dwarf,"Warhammer|Crossbow, Light"
Urchin,Rogue,Gnome,Shortsword|Shortbow|Dagger
Outlander,Barbarian,Gnome,Greataxe|Handaxe|Javelin
Acolyte,Cleric,Half-Elf,"Warhammer|Dagger|Crossbow, Light"
Noble,Sorcerer,Human,Dagger
Soldier,Paladin,Halfling,Flail|Flail
Folk Hero,Fighter,Elf,Longbow|Shortsword|Shortsword
Acolyte,Cleric,Elf,Longsword|Longbow
Folk Hero,Barbarian,Goliath,Greataxe|Javelin
Urchin,Monk,Firbolg,Unarmed Strike|Shortbow|Spear
Hermit,Monk,Elf,Quarterstaff|Dart|Unarmed Strike
Criminal,Rogue,Elf,Shortsword|Shortbow|Dagger|Dagger
Urchin,Warlock,Custom,"Crossbow, Light|Club|Dagger"
Acolyte,Warlock,Tiefling,"Crossbow, Light|Dagger"
Urchin,Wizard,Goblin,Dagger|Handaxe
Urchin,Sorcerer,Gnome,Dagger
Acolyte,Paladin,Human,Halberd
Criminal,Rogue,Halfling,Rapier|Shortbow|Dagger
